[2025-02-02T22:43:32.838+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-02-02T22:43:32.857+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: directory_and_file_verification_dag.verify_file_reliability manual__2025-02-02T22:43:26.638240+00:00 [queued]>
[2025-02-02T22:43:32.874+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: directory_and_file_verification_dag.verify_file_reliability manual__2025-02-02T22:43:26.638240+00:00 [queued]>
[2025-02-02T22:43:32.875+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 1
[2025-02-02T22:43:32.900+0000] {taskinstance.py:2889} INFO - Executing <Task(BranchPythonOperator): verify_file_reliability> on 2025-02-02 22:43:26.638240+00:00
[2025-02-02T22:43:32.905+0000] {warnings.py:112} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70: DeprecationWarning: This process (pid=4084) is multi-threaded, use of fork() may lead to deadlocks in the child.
  pid = os.fork()

[2025-02-02T22:43:32.907+0000] {standard_task_runner.py:72} INFO - Started process 4093 to run task
[2025-02-02T22:43:32.907+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'directory_and_file_verification_dag', 'verify_file_reliability', 'manual__2025-02-02T22:43:26.638240+00:00', '--job-id', '362', '--raw', '--subdir', 'DAGS_FOLDER/my_directory_and_file_checker.py', '--cfg-path', '/tmp/tmpyaw3d239']
[2025-02-02T22:43:32.909+0000] {standard_task_runner.py:105} INFO - Job 362: Subtask verify_file_reliability
[2025-02-02T22:43:33.170+0000] {task_command.py:467} INFO - Running <TaskInstance: directory_and_file_verification_dag.verify_file_reliability manual__2025-02-02T22:43:26.638240+00:00 [running]> on host 003b7fbea265
[2025-02-02T22:43:33.264+0000] {taskinstance.py:3132} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='directory_and_file_verification_dag' AIRFLOW_CTX_TASK_ID='verify_file_reliability' AIRFLOW_CTX_EXECUTION_DATE='2025-02-02T22:43:26.638240+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-02-02T22:43:26.638240+00:00'
[2025-02-02T22:43:33.265+0000] {logging_mixin.py:190} INFO - Task instance is in running state
[2025-02-02T22:43:33.265+0000] {logging_mixin.py:190} INFO -  Previous state of the Task instance: queued
[2025-02-02T22:43:33.266+0000] {logging_mixin.py:190} INFO - Current task name:verify_file_reliability state:running start_date:2025-02-02 22:43:32.859336+00:00
[2025-02-02T22:43:33.266+0000] {logging_mixin.py:190} INFO - Dag name:directory_and_file_verification_dag and current dag run status:running
[2025-02-02T22:43:33.267+0000] {taskinstance.py:731} INFO - ::endgroup::
[2025-02-02T22:43:33.267+0000] {baseoperator.py:421} WARNING - BranchPythonOperator.execute cannot be called outside TaskInstance!
[2025-02-02T22:43:33.284+0000] {my_directory_and_file_checker.py:57} ERROR - ❌ Erreur d'encodage (utf-8) pour Écritures.csv: 'utf-8' codec can't decode byte 0xb0 in position 1: invalid start byte
[2025-02-02T22:43:33.351+0000] {logging_mixin.py:190} INFO - 
📂 Contenu du fichier (ISO-8859-1): Écritures.csv
[2025-02-02T22:43:35.535+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.536+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.536+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.537+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.537+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.538+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.538+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.539+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.539+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.540+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.540+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.540+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.541+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.541+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.542+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.543+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.543+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.544+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.544+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.545+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.545+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.546+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.546+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.547+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.547+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.548+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.548+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.549+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.550+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.550+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.551+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.551+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.552+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.552+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.553+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.553+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.554+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.554+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.555+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.555+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.556+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.557+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.557+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.558+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.559+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.559+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-30
[2025-02-02T22:43:35.560+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.560+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.561+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.561+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.562+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.562+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.563+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.563+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.564+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.564+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.565+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.565+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.566+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.566+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.567+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.567+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.568+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.568+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.568+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.569+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.569+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.570+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.571+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.572+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.572+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.573+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.573+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.574+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.574+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.575+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.575+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.576+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.576+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.577+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.577+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.578+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.578+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.578+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.579+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.579+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.580+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.580+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.581+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.582+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.582+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.583+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.583+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.584+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.584+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.585+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.586+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.586+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.587+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.587+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.588+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.588+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.589+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.589+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.590+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.590+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.590+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.591+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.591+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.592+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.592+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.593+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.593+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.594+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.594+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.595+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.595+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.596+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.596+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.597+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.597+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.598+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.598+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.598+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.599+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.599+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.600+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.600+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.601+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.601+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.602+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.602+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.603+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.603+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-16
[2025-02-02T22:43:35.603+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.604+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.604+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.605+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.605+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.606+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.607+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.607+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.607+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.608+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.608+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.609+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.609+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.610+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.610+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.611+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.611+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.612+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.612+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.613+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.614+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.614+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.615+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.615+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.616+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.616+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.617+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.618+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.618+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.619+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.620+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.620+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.621+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.621+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.622+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.622+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.623+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.623+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.624+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.624+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.625+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.625+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.625+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.626+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.626+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.627+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.627+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.628+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.628+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.629+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.629+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.630+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.631+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.631+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.632+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.632+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.633+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.634+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.635+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.635+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.636+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.637+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.637+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.638+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.638+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.639+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.640+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.640+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.641+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.641+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.642+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.643+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.643+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.644+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.644+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.645+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.646+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.646+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.647+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.647+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.648+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.649+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.649+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.650+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.651+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.652+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.652+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.653+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.654+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.654+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.655+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.656+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.657+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.658+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.658+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.659+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.660+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.660+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.661+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.661+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.662+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.663+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.664+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.665+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.665+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.666+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
[2025-02-02T22:43:35.668+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-07-23
